tid,player_name,tournament_name,start_date,month,matches,wins,draws,losses,points_match,win_rate,opp_win_rate,event_rank,event_points,event_players
liga-2x2-presencial-s2-e4,Metusa & Rudzzt,Liga 2x2 presencial S2-E4,2026-05-02,2026-05,3,1,1,1,4,0.3333333333333333,0.3333333333333333,3,2,6
liga-2x2-presencial-s2-e4,Oscar & Vini,Liga 2x2 presencial S2-E4,2026-05-02,2026-05,3,1,1,1,4,0.3333333333333333,0.2222222222222222,5,1,6
liga-2x2-presencial-s2-e4,Arthur Castanhari & Murilo Oyafuso,Liga 2x2 presencial S2-E4,2026-05-02,2026-05,3,0,1,2,1,0.0,0.3333333333333333,6,1,6
liga-2x2-presencial-s2-e5,Jorel & Martin,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,3,0,0,9,1.0,0.4444444444444444,1,3,9
liga-2x2-presencial-s2-e5,Arthur Castanhari & Murilo Oyafuso,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,2,1,0,7,0.6666666666666666,0.2222222222222222,2,2,9
liga-2x2-presencial-s2-e5,Banshee & Ruanito,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,2,0,1,6,0.6666666666666666,0.5,3,2,9
liga-2x2-presencial-s2-e5,Beck & Gus,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,1,1,1,4,0.3333333333333333,0.3333333333333333,5,1,9
liga-2x2-presencial-s2-e5,Metusa & Rudzzt,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,2,1,0,1,6,0.5,0.5,4,2,9
liga-2x2-presencial-s2-e5,Melk & Sônia,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,1,0,2,3,0.3333333333333333,0.6666666666666666,6,1,9
liga-2x2-presencial-s2-e5,Nathan & Rogério,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,3,1,0,2,3,0.3333333333333333,0.5,7,1,9
liga-2x2-presencial-s2-e5,André & Matheus,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,2,0,0,2,3,0.0,0.5,9,1,9
liga-2x2-presencial-s2-e5,Clausius & Zangalli,Liga 2x2 presencial S2-E5,2026-05-09,2026-05,2,0,0,2,3,0.0,0.5,8,1,9
liga-2x2-presencial-s2-e6,Arthur Castanhari & Murilo Oyafuso,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,2,1,0,7,0.6666666666666666,0.3333333333333333,1,3,8
liga-2x2-presencial-s2-e6,Melk & Sônia,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,2,1,0,7,0.6666666666666666,0.2222222222222222,2,2,8
liga-2x2-presencial-s2-e6,Banshee & Martin,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,1,1,1,4,0.3333333333333333,0.5555555555555555,3,2,8
liga-2x2-presencial-s2-e6,André & Matheus,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,1,1,1,4,0.3333333333333333,0.4444444444444444,4,2,8
liga-2x2-presencial-s2-e6,Gustavo Dias & Luciano,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,1,1,1,4,0.3333333333333333,0.3333333333333333,6,1,8
liga-2x2-presencial-s2-e6,Metusa & Rudzzt,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,1,1,1,4,0.3333333333333333,0.3333333333333333,5,1,8
liga-2x2-presencial-s2-e6,Berka & Du,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,1,0,2,3,0.3333333333333333,0.3333333333333333,7,1,8
liga-2x2-presencial-s2-e6,Coelho & Nathan,Liga 2x2 presencial S2-E6,2026-05-16,2026-05,3,0,0,3,0,0.0,0.4444444444444444,8,1,8
liga-2x2-presencial-s2-e7,Jorel & Martin,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,3,0,0,9,1.0,0.38888888888888884,1,3,13
liga-2x2-presencial-s2-e7,Melk & Sônia,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,3,0,0,9,1.0,0.3333333333333333,2,2,13
liga-2x2-presencial-s2-e7,Lily & Nathalia,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,2,0,1,6,0.6666666666666666,0.5555555555555555,4,2,13
liga-2x2-presencial-s2-e7,Metusa & Rudzzt,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,2,0,5,0.3333333333333333,0.2222222222222222,6,2,13
liga-2x2-presencial-s2-e7,Arthur Castanhari & Murilo Oyafuso,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,1,1,4,0.3333333333333333,0.4444444444444444,7,2,13
liga-2x2-presencial-s2-e7,Lucas & Luiz Rodrigues,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,2,1,0,1,6,0.5,0.6666666666666666,3,2,13
liga-2x2-presencial-s2-e7,Banshee & Zangalli,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,2,1,0,1,6,0.5,0.3333333333333333,5,2,13
liga-2x2-presencial-s2-e7,Beck & Ricardo,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,0,2,3,0.3333333333333333,0.7222222222222222,8,2,13
liga-2x2-presencial-s2-e7,Hermann & João,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,0,2,3,0.3333333333333333,0.5555555555555555,10,1,13
liga-2x2-presencial-s2-e7,Luiz Henrique & Pietro,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,0,2,3,0.3333333333333333,0.4444444444444444,11,1,13
liga-2x2-presencial-s2-e7,Leonardo & Theo,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,1,0,2,3,0.3333333333333333,0.2222222222222222,12,1,13
liga-2x2-presencial-s2-e7,Nathan & Rogério,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,3,0,1,2,1,0.0,0.3333333333333333,13,1,13
liga-2x2-presencial-s2-e7,André & Matheus,Liga 2x2 presencial S2-E7,2026-05-23,2026-05,2,0,0,2,3,0.0,0.6666666666666666,9,1,13
liga-2x2-presencial-s2-e8,Melk & Sônia,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,3,0,0,9,1.0,0.4444444444444444,1,3,8
liga-2x2-presencial-s2-e8,Metusa & Rudzzt,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,2,0,1,6,0.6666666666666666,0.6666666666666666,2,2,8
liga-2x2-presencial-s2-e8,Arthur Castanhari & Murilo Oyafuso,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,2,0,1,6,0.6666666666666666,0.5555555555555555,3,2,8
liga-2x2-presencial-s2-e8,Carlos Kit & Gustavo Dias,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,2,0,1,6,0.6666666666666666,0.3333333333333333,4,2,8
liga-2x2-presencial-s2-e8,Jorel & Martin,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,1,0,2,3,0.3333333333333333,0.5555555555555555,5,1,8
liga-2x2-presencial-s2-e8,Johann & Matheus,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,1,0,2,3,0.3333333333333333,0.4444444444444444,6,1,8
liga-2x2-presencial-s2-e8,André & Zangalli,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,1,0,2,3,0.3333333333333333,0.3333333333333333,7,1,8
liga-2x2-presencial-s2-e8,Beck & Rogério,Liga 2x2 presencial S2-E8,2026-05-30,2026-05,3,0,0,3,0,0.0,0.6666666666666666,8,1,8
