tid,tournament_name,start_date,event_day,month,round,table,player_id,player_name,player_deck,opponent_id,opponent_name,opponent_deck,result
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,2,j2QCbi8rckQctKFUxHEn#2,Thiago,,j2QCbi8rckQctKFUxHEn#1,Samuel,,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,l0Uc9FBlfz6gAsFTSH9U#2,Boone,Animated Army,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,XFnj6iHRxlA9M4LynmFv#2,Jorel,Endless Punishment,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,3,l0Uc9FBlfz6gAsFTSH9U#1,Reva,Dance of the Elements,XFnj6iHRxlA9M4LynmFv#1,Martin,Jeskai Striker,lose
